	production_budget	domestic_gross_x	worldwide_gross	month	year	studio	genre_ids	original_language	popularity	vote_average	vote_count	date	month	year
Watermelon Slim And The Workers - Live At The Ground Zero Blues Club							[10402]	it	0.6	5.0	1.0	2010-10-04	10.0	2010.0
An Anomaly of the Theory							[18, 878]	en	0.6	5.0	1.0	2010-05-11	5.0	2010.0
Badfish							[]	en	0.6	5.0	1.0	2010-04-17	4.0	2010.0
Socks and Cakes							[35, 18]	en	0.6	5.0	1.0	2010-01-29	1.0	2010.0
Marathon							[]	en	0.6	5.0	1.0	2010-03-02	3.0	2010.0
Nika							[18]	en	0.6	5.0	1.0	2010-10-10	10.0	2010.0
Big River							[]	en	0.6	5.0	1.0	2010-09-29	9.0	2010.0
Unforgettable: The Korean War							[99]	en	0.6	5.0	1.0	2010-06-21	6.0	2010.0
Passenger Pigeons							[]	en	0.6	5.0	1.0	2010-03-15	3.0	2010.0
American Mystic							[]	en	0.6	5.0	1.0	2010-04-22	4.0	2010.0
Holy Land							[]	en	0.6	5.0	1.0	2010-04-12	4.0	2010.0
La bani, la cap, la oase							[]	en	0.6	5.0	1.0	2010-01-01	1.0	2010.0
Abstract Logix Live! The New Universe Music Festival 2010							[]	it	0.6	5.0	1.0	2010-11-20	11.0	2010.0
John's Gone							[35]	en	0.6	5.0	1.0	2010-01-01	1.0	2010.0
Gayby							[10749]	en	0.6	5.0	1.0	2010-01-22	1.0	2010.0
Mac and Plak							[18]	en	0.6	5.0	1.0	2010-01-01	1.0	2010.0
Unitards							[]	en	0.6	5.0	1.0	2010-01-01	1.0	2010.0
First Circle							[18, 99]	en	0.6	5.0	1.0	2010-10-02	10.0	2010.0
Living Downstream							[]	en	0.6	5.0	1.0	2010-04-03	4.0	2010.0
Arcade Fire: Madison Square Garden New York, NY 2010-08-05							[10402, 99]	en	0.6	5.0	2.0	2010-08-05	8.0	2010.0
Flooding with Love for The Kid							[28]	en	0.6	5.0	2.0	2010-01-08	1.0	2010.0
The Haunted Boy: The Secret Diary of the Exorcist							[99]	en	0.6	5.0	3.0	2010-10-01	10.0	2010.0
Amexica							[]	en	0.6	5.0	1.0	2010-04-25	4.0	2010.0
The Blue Ridge Parkway: A Long And Winding Road							[99]	en	0.6	5.0	2.0	2010-09-15	9.0	2010.0
Man On a Mission: Richard Garriott's Road to the Stars							[99]	en	0.6	5.0	1.0	2010-03-14	3.0	2010.0
The Kids Grow Up							[99]	en	0.6	5.0	1.0	2010-10-31	10.0	2010.0
Slow Moe							[10751]	en	0.6	5.0	1.0	2010-01-01	1.0	2010.0
Dancing Across Borders							[99]	en	0.6	5.0	2.0	2010-03-26	3.0	2010.0
The Last New Yorker							[18]	en	0.6	5.0	1.0	2010-02-19	2.0	2010.0
What's Up Lovely							[18]	en	0.6	5.0	1.0	2010-01-01	1.0	2010.0
Poker							[]	ro	0.6	5.0	2.0	2010-01-01	1.0	2010.0
Misconceptions							[35, 18]	en	0.6	5.0	1.0	2010-01-22	1.0	2010.0
The Frog Prince							[16, 10751]	en	0.6	5.0	11.0	2010-12-01	12.0	2010.0
Confined							[53]	en	0.6	4.9	9.0	2010-06-20	6.0	2010.0
This Way of Life							[12, 28, 99]	en	0.6	4.9	4.0	2010-03-11	3.0	2010.0
Eros Ramazzotti: Roma Live							[10402]	en	0.6	4.8	3.0	2010-11-03	11.0	2010.0
The Drummers of Frank Zappa Roundtable Discussion and Performance							[10402, 99]	en	0.6	4.8	2.0	2010-01-12	1.0	2010.0
What Would Jesus Do?							[10751]	en	0.6	4.8	6.0	2010-05-22	5.0	2010.0
BluScenes: Underwater Cozumel							[99]	en	0.6	4.8	2.0	2010-11-23	11.0	2010.0
Light the Wick							[28, 12]	en	0.6	4.8	2.0	2010-11-15	11.0	2010.0
Mundane History							[18]	th	0.6	4.7	3.0	2010-12-12	12.0	2010.0
Picasso and Braque Go to the Movies							[99]	en	0.6	4.7	3.0	2010-05-28	5.0	2010.0
The Three-way Wedding							[18]	fr	0.6	4.7	3.0	2010-05-21	5.0	2010.0
The Last Play at Shea							[99, 10402]	en	0.6	4.7	3.0	2010-04-25	4.0	2010.0
Suckerpunch							[35]	en	0.6	4.7	3.0	2010-03-30	3.0	2010.0
The Kiss							[]	en	0.6	4.5	2.0	2010-01-19	1.0	2010.0
Kitten Party							[10751]	en	0.6	4.5	2.0	2010-10-12	10.0	2010.0
Night Of The Pumpkin							[27]	en	0.6	4.5	3.0	2010-04-20	4.0	2010.0
A Family Is a Family Is a Family: A Rosie O'Donnell Celebration							[99]	en	0.6	4.5	2.0	2010-01-31	1.0	2010.0
Cupid's Arrow							[35, 18]	en	0.6	4.5	1.0	2010-01-01	1.0	2010.0
Them Crooked Vultures Austin City Limits							[10402]	en	0.6	4.5	2.0	2010-02-13	2.0	2010.0
Deadly Renovations							[27, 53]	en	0.6	4.5	2.0	2010-01-09	1.0	2010.0
GoldRush Rally 2KX							[]	de	0.6	4.5	1.0	2010-10-28	10.0	2010.0
The Second Dallas: Who Killed RFK?							[99]	en	0.6	4.5	2.0	2010-08-11	8.0	2010.0
Phish - Comcast Theatre (Hartford, CT) 6-17-2010 Set 1							[10402]	en	0.6	4.5	2.0	2010-06-17	6.0	2010.0
Bruce Springsteen & the E Street Band Houston '78 Bootleg: House Cut							[10402]	en	0.6	4.5	2.0	2010-11-16	11.0	2010.0
Decade Of Disturbed							[99]	en	0.6	4.5	2.0	2010-08-26	8.0	2010.0
The Nature of Existence							[99]	en	0.6	4.5	2.0	2010-01-01	1.0	2010.0
Meshuggah: Alive							[10402]	en	0.6	4.5	2.0	2010-02-05	2.0	2010.0
Dropkick Murphys: Live on Lansdowne							[10402]	en	0.6	4.5	2.0	2010-03-16	3.0	2010.0
An Ecology of Mind							[99, 36]	de	0.6	4.4	4.0	2010-09-03	9.0	2010.0
King of Paper Chasin'							[80, 18, 10402, 53]	en	0.6	4.4	4.0	2010-10-15	10.0	2010.0
Organism							[]	en	0.6	4.3	3.0	2010-07-10	7.0	2010.0
The Karma Killer							[53, 80, 18]	en	0.6	4.3	2.0	2010-09-15	9.0	2010.0
Hiromi - Solo: Live At Blue Note New York							[10402]	it	0.6	4.3	2.0	2010-08-20	8.0	2010.0
Miles Davis & Keith Jarrett - The 1971 Berlin Concert							[10402]	it	0.6	4.3	2.0	2010-10-13	10.0	2010.0
Night Parade							[14, 16, 12]	en	0.6	4.3	2.0	2010-05-02	5.0	2010.0
2010 : Une année sur terre							[99]	fr	0.6	4.3	2.0	2010-12-31	12.0	2010.0
Michael Jackson: Gone Too Soon							[99, 10402]	en	0.6	4.3	2.0	2010-06-25	6.0	2010.0
My Eyes Won't Dry 2 - Tube Vision							[]	en	0.6	4.3	2.0	2010-01-01	1.0	2010.0
Arj Barker: LYAO							[35]	en	0.6	4.3	2.0	2010-01-26	1.0	2010.0
Meltup: The Beginning Of US Currency Crisis And Hyperinflation							[99]	en	0.6	4.3	2.0	2010-05-13	5.0	2010.0
Celtic Thunder: It's Entertainment!							[10402]	en	0.6	4.2	3.0	2010-02-09	2.0	2010.0
Losing My Cherry							[10749, 35]	en	0.6	4.0	3.0	2010-07-08	7.0	2010.0
UFOTV Presents: Pulp Fiction: The Golden Age of Storytelling							[]	en	0.6	4.0	1.0	2010-01-01	1.0	2010.0
The Killing of Jacob Marr							[27]	en	0.6	4.0	2.0	2010-10-01	10.0	2010.0
Paranormal Effect							[]	en	0.6	4.0	1.0	2010-01-12	1.0	2010.0
Barney: A-Counting We Will Go							[10751]	en	0.6	4.0	1.0	2010-01-08	1.0	2010.0
The Bug Trainer							[99]	en	0.6	4.0	2.0	2010-04-16	4.0	2010.0
Real Ghosts UK							[99]	en	0.6	4.0	1.0	2010-09-28	9.0	2010.0
Barney: Egg-Cellent Adventures							[]	en	0.6	4.0	1.0	2010-03-01	3.0	2010.0
Casting Crowns - Until the Whole World Hears							[10402]	pt	0.6	4.0	2.0	2010-08-31	8.0	2010.0
Nothing Special							[35, 18]	en	0.6	4.0	1.0	2010-01-01	1.0	2010.0
Born Sweet							[99]	en	0.6	4.0	3.0	2010-01-21	1.0	2010.0
Lancaster Square							[27, 18]	en	0.6	4.0	1.0	2010-09-28	9.0	2010.0
Monsters Resurrected							[99]	en	0.6	4.0	1.0	2010-08-30	8.0	2010.0
Culebra							[18, 53]	en	0.6	4.0	2.0	2010-01-23	1.0	2010.0
New Moon							[28]	en	0.6	4.0	1.0	2010-01-14	1.0	2010.0
Pooltime							[]	en	0.6	4.0	3.0	2010-02-22	2.0	2010.0
Sunday Punch							[80]	en	0.6	4.0	1.0	2010-09-20	9.0	2010.0
Night of the Bear							[]	en	0.6	4.0	1.0	2010-06-23	6.0	2010.0
Black Hole							[]	en	0.6	4.0	3.0	2010-12-10	12.0	2010.0
Led Zeppelin: Dazed & Confused							[99]	en	0.6	4.0	1.0	2010-04-10	4.0	2010.0
The True Story of Elvis Presley							[]	en	0.6	4.0	1.0	2010-02-22	2.0	2010.0
The Canal Street Madam							[99]	en	0.6	4.0	1.0	2010-06-18	6.0	2010.0
Stigmata							[18, 14]	es	0.6	4.0	2.0	2010-06-01	6.0	2010.0
John Scofield: New Morning The Paris Concert							[10402]	en	0.6	4.0	2.0	2010-11-23	11.0	2010.0
Hellweek							[27]	en	0.6	4.0	2.0	2010-01-05	1.0	2010.0
Grim							[18, 28, 53, 878]	en	0.6	4.0	1.0	2010-07-27	7.0	2010.0
Inside Secret Government Warehouses: Shocking Revelations							[99]	en	0.6	4.0	2.0	2010-07-11	7.0	2010.0
Casa bajo asedio							[12, 28, 53]	en	0.6	4.0	1.0	2010-03-14	3.0	2010.0
National Geographic: Glacier National Park							[99]	en	0.6	4.0	2.0	2010-08-31	8.0	2010.0
Wake the Witch							[27, 53]	en	0.6	4.0	3.0	2010-09-28	9.0	2010.0
Searchers 2.0							[35]	en	0.6	4.0	1.0	2010-10-26	10.0	2010.0
Lbs.							[18, 35]	en	0.6	4.0	1.0	2010-03-26	3.0	2010.0
Autopilot							[18]	en	0.6	4.0	3.0	2010-06-15	6.0	2010.0
Death Kappa							[28, 878, 35, 14, 27]	ja	0.6	4.0	4.0	2010-06-25	6.0	2010.0
Killer God							[18, 9648, 53]	en	0.6	4.0	1.0	2010-09-06	9.0	2010.0
Roy Hargrove Quintet: Live at the New Morning							[10402]	en	0.6	3.8	2.0	2010-06-29	6.0	2010.0
One hundred years of evil							[12, 35, 36]	en	0.6	3.8	2.0	2010-01-01	1.0	2010.0
Good Night Good Morning							[18, 53]	en	0.6	3.8	2.0	2010-10-28	10.0	2010.0
Cardboard Warfare							[]	en	0.6	3.8	2.0	2010-06-29	6.0	2010.0
Eros Ramazzotti - 21.00 Eros Live World Tour 2009/2010							[10402]	en	0.6	3.8	2.0	2010-12-07	12.0	2010.0
Blue Moon Rising							[99]	en	0.6	3.8	2.0	2010-01-01	1.0	2010.0
David Gray At KCRW							[10402]	en	0.6	3.5	1.0	2010-12-22	12.0	2010.0
Farm							[53, 18, 27]	en	0.6	3.5	4.0	2010-10-11	10.0	2010.0
Sheltered							[]	en	0.6	3.5	4.0	2010-08-24	8.0	2010.0
Chilling At Sundown							[]	en	0.6	3.5	1.0	2010-01-22	1.0	2010.0
The Defiled							[27]	en	0.6	3.5	2.0	2010-10-13	10.0	2010.0
Heat Wave							[53]	fr	0.6	3.5	2.0	2010-02-28	2.0	2010.0
Target Practice							[28, 12, 53]	en	0.6	3.5	2.0	2010-11-23	11.0	2010.0
8Bits							[16]	en	0.6	3.5	2.0	2010-09-16	9.0	2010.0
Flick's Chicks							[35, 10749]	en	0.6	3.4	4.0	2010-03-09	3.0	2010.0
Anthology of Terror: Prelude							[27]	en	0.6	3.3	3.0	2010-08-01	8.0	2010.0
Cardboard Warfare 1.5							[]	en	0.6	3.3	2.0	2010-10-04	10.0	2010.0
Breaking Up Is Hard to Do							[18, 10749]	en	0.6	3.3	2.0	2010-01-01	1.0	2010.0
The Devil Within							[53]	en	0.6	3.2	3.0	2010-05-21	5.0	2010.0
Watching Paint Dry							[]	en	0.6	3.0	1.0	2010-04-24	4.0	2010.0
And, There You Are							[35, 18, 10749]	en	0.6	3.0	1.0	2010-06-08	6.0	2010.0
Halloween: Black Eyes							[]	en	0.6	3.0	1.0	2010-02-13	2.0	2010.0
Not Porn							[18, 35]	en	0.6	3.0	1.0	2010-04-01	4.0	2010.0
Jordan							[]	en	0.6	3.0	3.0	2010-06-11	6.0	2010.0
Panchakshari							[]	te	0.6	3.0	1.0	2010-06-11	6.0	2010.0
Wes and Ella							[]	en	0.6	3.0	1.0	2010-12-10	12.0	2010.0
8 Butterflies							[27, 53]	en	0.6	3.0	1.0	2010-01-01	1.0	2010.0
Revolution of Everyday Life							[]	en	0.6	3.0	1.0	2010-05-08	5.0	2010.0
Totally Trucks Fire Monsters							[]	en	0.6	3.0	1.0	2010-01-01	1.0	2010.0
Below the Beltway							[18, 35]	de	0.6	3.0	1.0	2010-04-23	4.0	2010.0
Butchered							[27]	en	0.6	3.0	1.0	2010-01-01	1.0	2010.0
Pacquiao vs. Margarito							[28]	en	0.6	3.0	1.0	2010-11-13	11.0	2010.0
Broken Lizard Stands Up							[35]	en	0.6	3.0	1.0	2010-09-14	9.0	2010.0
Angels Love Donuts							[18]	en	0.6	3.0	1.0	2010-03-01	3.0	2010.0
Paranormal Calamity							[35]	en	0.6	2.8	3.0	2010-03-12	3.0	2010.0
Stasis							[878]	en	0.6	2.8	3.0	2010-09-08	9.0	2010.0
The Bible Belt Slasher							[27, 53]	en	0.6	2.8	2.0	2010-01-01	1.0	2010.0
Sure Looks Good							[18, 10749]	en	0.6	2.6	4.0	2010-01-29	1.0	2010.0
Emulation							[28, 12, 53]	en	0.6	2.5	2.0	2010-07-08	7.0	2010.0
Hell Is Full							[27]	en	0.6	2.5	2.0	2010-01-01	1.0	2010.0
co2							[18]	de	0.6	2.5	3.0	2010-10-11	10.0	2010.0
Altitude Falling							[10749, 878]	en	0.6	2.3	3.0	2010-03-31	3.0	2010.0
Holyman Undercover							[35]	en	0.6	2.3	2.0	2010-04-10	4.0	2010.0
Skills							[28]	en	0.6	2.1	4.0	2010-11-07	11.0	2010.0
Dead Island							[27]	en	0.6	2.0	1.0	2010-10-31	10.0	2010.0
Gay Baby							[35]	en	0.6	2.0	1.0	2010-04-16	4.0	2010.0
The Sheets Must Be Silk							[18]	en	0.6	2.0	1.0	2011-01-22	1.0	2011.0
Sawblade							[27]	en	0.6	2.0	1.0	2010-01-01	1.0	2010.0
Unaired							[878, 18, 27]	en	0.6	2.0	1.0	2010-08-12	8.0	2010.0
The Last Battleground							[27]	en	0.6	2.0	1.0	2010-02-17	2.0	2010.0
The Horror of The Dolls							[]	en	0.6	2.0	1.0	2010-01-01	1.0	2010.0
The Black Mountain Madman							[27]	en	0.6	2.0	1.0	2010-01-01	1.0	2010.0
Jimmy Tupper vs. The Goatman of Bowie							[27]	en	0.6	2.0	1.0	2010-03-14	3.0	2010.0
Stricken							[53]	en	0.6	2.0	2.0	2010-07-27	7.0	2010.0
VeggieTales: It's a Meaningful Life							[16, 10751]	en	0.6	2.0	1.0	2010-10-05	10.0	2010.0
Thieves							[28, 80]	en	0.6	2.0	1.0	2010-06-04	6.0	2010.0
Broken Springs: Shine of the Undead Zombie Bastards							[]	en	0.6	2.0	1.0	2010-06-03	6.0	2010.0
Book of Songs							[]	en	0.6	2.0	1.0	2010-01-11	1.0	2010.0
Almost Invisible							[]	en	0.6	2.0	2.0	2010-01-01	1.0	2010.0
The Devil's Gravestone							[27]	en	0.6	2.0	1.0	2010-10-12	10.0	2010.0
All Flowers in Time							[14, 27, 878]	en	0.6	2.0	1.0	2010-04-09	4.0	2010.0
The Feed							[27]	en	0.6	2.0	1.0	2010-05-23	5.0	2010.0
Conned							[]	en	0.6	2.0	1.0	2010-09-05	9.0	2010.0
Sea of Dust							[14, 35, 27]	en	0.6	2.0	2.0	2010-08-10	8.0	2010.0
Justify							[53]	en	0.6	2.0	2.0	2010-01-01	1.0	2010.0
The Righteous and the Wicked							[28, 37, 53]	en	0.6	2.0	1.0	2010-01-01	1.0	2010.0
A Man from Boulevard des Capucines							[35]	ru	0.6	2.0	3.0	2010-11-11	11.0	2010.0
Care Bears: The Giving Festival							[10751]	en	0.6	2.0	1.0	2010-11-02	11.0	2010.0
When Soldiers Cry							[28, 10752]	en	0.6	2.0	1.0	2010-02-02	2.0	2010.0
Denizen							[28, 12, 35, 27]	en	0.6	2.0	1.0	2010-01-01	1.0	2010.0
Followed Home							[]	en	0.6	1.8	3.0	2010-03-03	3.0	2010.0
Devolved							[35]	en	0.6	1.5	1.0	2010-03-22	3.0	2010.0
Strip Club Slasher							[35, 80, 27, 9648, 53]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
Paranormal Saw							[35, 27]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
Mirrors Facing Mirrors							[]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
Snatched!							[]	en	0.6	1.0	2.0	2010-07-06	7.0	2010.0
After The Credits							[10749, 35]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
War Machine							[12, 28]	en	0.6	1.0	1.0	2010-05-06	5.0	2010.0
Let’s Spend the Night Together: Confessions of Rock’s Greatest Groupies							[10402, 99]	en	0.6	1.0	1.0	2010-12-13	12.0	2010.0
Bone Hunter							[]	en	0.6	1.0	1.0	2010-08-19	8.0	2010.0
Louis Sullivan: the Struggle for American Architecture							[99]	en	0.6	1.0	1.0	2010-04-04	4.0	2010.0
Not Your Time							[10402, 35]	en	0.6	1.0	1.0	2010-09-24	9.0	2010.0
The Stone: No Soul Unturned							[27, 9648, 53]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
Jessica Sinclaire Presents: Confessions of a Lonely Wife							[]	en	0.6	1.0	1.0	2010-05-01	5.0	2010.0
To Catch a Dollar: Muhammad Yunus Banks on America							[]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
Currently Untitled							[]	en	0.6	1.0	1.0	2010-04-25	4.0	2010.0
Me, Myself, and My Third Eye: 4 Enlightened Stories For 1 Imperfect God							[18]	en	0.6	1.0	1.0	2010-01-27	1.0	2010.0
Attack of the Vegan Zombies!							[27]	en	0.6	1.0	2.0	2010-02-17	2.0	2010.0
Watcher in the Dark							[18]	en	0.6	1.0	1.0	2010-03-02	3.0	2010.0
An Affirmative Act							[]	en	0.6	1.0	1.0	2010-06-04	6.0	2010.0
Ilegales							[]	en	0.6	1.0	1.0	2010-07-28	7.0	2010.0
The 12 Biggest Lies							[99]	en	0.6	1.0	1.0	2010-10-25	10.0	2010.0
Summertime Christmas							[35, 10751]	en	0.6	1.0	1.0	2010-11-15	11.0	2010.0
God of Vampires							[27, 28, 53]	en	0.6	1.0	1.0	2010-07-02	7.0	2010.0
Tony Roberts: Wired!							[35]	en	0.6	1.0	1.0	2010-02-01	2.0	2010.0
Kisses, Chloe							[18]	en	0.6	1.0	1.0	2010-01-01	1.0	2010.0
Khroniki Izmeny							[18, 10749]	en	0.6	1.0	1.0	2010-11-11	11.0	2010.0
Love Undercover							[10749, 18]	en	0.6	1.0	1.0	2010-11-11	11.0	2010.0
Edie: Girl on Fire							[]	en	0.6	0.0	1.0	2010-01-01	1.0	2010.0
Harry Potter and the Deathly Hallows: Part 2							[10751, 14, 12]	en	29.206	8.1	11567.0	2011-07-15	7.0	2011.0
Just Go with It							[35, 10749]	en	19.565	6.4	2958.0	2011-02-11	2.0	2011.0
The Twilight Saga: Breaking Dawn - Part 1							[12, 14, 10749]	en	19.22	6.0	5098.0	2011-11-17	11.0	2011.0
The Girl with the Dragon Tattoo							[53, 80, 9648, 18]	en	17.823	7.3	3971.0	2011-12-14	12.0	2011.0
Wrong Turn 4: Bloody Beginnings							[27, 53]	en	17.659000000000002	5.3	396.0	2011-10-17	10.0	2011.0
Blitz							[80, 28, 53]	en	16.862000000000002	6.0	772.0	2011-08-23	8.0	2011.0
Gnomeo & Juliet							[16, 10751]	en	16.408	5.8	1085.0	2011-02-11	2.0	2011.0
The Intouchables							[18, 35]	fr	15.013	8.2	9940.0	2011-11-02	11.0	2011.0
3-D Sex and Zen: Extreme Ecstasy							[18]	cn	14.413	4.9	29.0	2011-04-14	4.0	2011.0
Kill Bill: The Whole Bloody Affair							[80, 28]	en	14.173	7.9	363.0	2011-03-28	3.0	2011.0
The Human Centipede 2 (Full Sequence)							[18, 27, 80]	en	13.787	4.6	596.0	2011-10-07	10.0	2011.0
Ice Age: A Mammoth Christmas							[16, 10751, 10770]	en	12.841	6.2	313.0	2011-11-24	11.0	2011.0
Death Race 2							[28, 53, 878]	en	12.697000000000001	5.6	560.0	2011-01-18	1.0	2011.0
The Ward							[27, 53]	en	12.614	5.8	608.0	2011-07-08	7.0	2011.0
Marvel One-Shot: The Consultant							[12, 14, 878, 28]	en	12.550999999999998	6.6	202.0	2011-09-13	9.0	2011.0
Small Fry							[16, 10751]	en	12.130999999999998	6.7	218.0	2011-11-23	11.0	2011.0
We Need to Talk About Kevin							[18, 53]	en	11.964	7.6	1306.0	2011-12-09	12.0	2011.0
A Serbian Film							[80, 27, 53]	sr	11.387	5.5	781.0	2011-05-13	5.0	2011.0
A Cinderella Story: Once Upon a Song							[35, 10751, 10749]	en	11.273	6.2	640.0	2011-09-05	9.0	2011.0
The Yellow Sea							[18, 53, 80]	ko	11.253	7.4	181.0	2011-12-02	12.0	2011.0
Hostel: Part III							[27]	en	11.179	5.0	513.0	2011-12-27	12.0	2011.0
Pixie Hollow Games							[16, 10751]	en	10.890999999999998	6.4	137.0	2011-11-19	11.0	2011.0
Geek Charming							[35, 18, 10751, 10770]	en	10.752	6.2	405.0	2011-11-11	11.0	2011.0
The Tunnel							[27, 53, 9648]	en	10.737	5.5	166.0	2011-05-19	5.0	2011.0
Dragons: Gift of the Night Fury							[16, 35, 12, 10751]	en	10.477	7.0	189.0	2011-11-15	11.0	2011.0
Confessions of a Brazilian Call Girl							[18]	pt	10.453	6.1	174.0	2011-03-03	3.0	2011.0
A Very Harold & Kumar Christmas							[35]	en	10.123	6.0	496.0	2011-11-04	11.0	2011.0
Barbie: Princess Charm School							[10751, 16, 14]	en	10.115	6.9	276.0	2011-09-13	9.0	2011.0
Outrage							[28, 80, 18]	ja	10.081	6.9	152.0	2011-12-02	12.0	2011.0
Green Lantern: Emerald Knights							[28, 12, 16, 878, 18]	en	10.078	6.2	187.0	2011-06-07	6.0	2011.0
Book of Dragons							[14, 16, 28, 35, 10751]	en	10.057	6.5	87.0	2011-11-15	11.0	2011.0
Hawaiian Vacation							[16, 10751]	en	9.935	6.8	267.0	2011-06-24	6.0	2011.0
With Every Heartbeat							[18, 10749]	sv	9.918	7.2	108.0	2011-11-11	11.0	2011.0
True Legend							[28, 14]	zh	9.855	6.3	76.0	2011-05-13	5.0	2011.0
All Star Superman							[16, 28, 12]	en	9.627	6.8	196.0	2011-02-22	2.0	2011.0
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer							[878, 14]	en	9.538	7.2	154.0	2011-10-25	10.0	2011.0
TEKKEN							[80, 18, 28, 53, 878]	en	9.502	5.1	329.0	2011-07-19	7.0	2011.0
A Turtle's Tale: Sammy's Adventures							[16, 10751]	en	9.485	5.8	318.0	2011-03-25	3.0	2011.0
The Woman							[18, 27]	en	9.219	6.0	229.0	2011-10-14	10.0	2011.0
Phineas and Ferb the Movie: Across the 2nd Dimension							[16, 35, 10751, 10770]	en	9.203	6.6	226.0	2011-08-05	8.0	2011.0
Beverly Hills Chihuahua 2							[35, 10751]	en	9.152000000000001	5.1	150.0	2011-02-01	2.0	2011.0
Zeitgeist: Moving Forward							[99]	en	9.15	7.1	104.0	2011-01-15	1.0	2011.0
The Other Woman							[18]	en	9.15	6.2	220.0	2011-02-04	2.0	2011.0
Lemonade Mouth							[18, 35]	en	9.052999999999999	7.2	485.0	2011-04-15	4.0	2011.0
Arena							[28, 53, 878]	en	9.013	4.9	139.0	2011-10-11	10.0	2011.0
The Caller							[27, 53, 9648]	en	8.99	6.0	115.0	2011-08-26	8.0	2011.0
The Iron Lady							[36, 18]	en	8.987	6.4	899.0	2011-12-30	12.0	2011.0
Barbie: A Fairy Secret							[16, 10751, 14]	en	8.98	6.1	197.0	2011-03-15	3.0	2011.0
Nine Dead							[80, 18, 27, 9648]	en	8.882	5.1	125.0	2011-03-09	3.0	2011.0
Elephant White							[28, 53, 14, 80]	en	8.744	5.1	108.0	2011-05-17	5.0	2011.0
George Harrison: Living in the Material World							[10402, 99]	en	8.59	7.9	96.0	2011-09-02	9.0	2011.0
Mean Girls 2							[35]	en	8.533999999999999	5.1	661.0	2011-01-23	1.0	2011.0
Game of Death							[12, 28, 53]	en	8.446	5.1	69.0	2011-02-15	2.0	2011.0
Romantics Anonymous							[18, 35, 10749]	fr	8.445	6.4	252.0	2011-11-25	11.0	2011.0
Spooky Buddies							[35, 10751]	en	8.418	5.1	47.0	2011-09-20	9.0	2011.0
Good Luck Charlie, It's Christmas!							[10770, 35, 10751]	en	8.366	6.3	188.0	2011-12-02	12.0	2011.0
The Man Who Fell to Earth							[18, 878]	en	8.335	6.5	227.0	2011-06-24	6.0	2011.0
Pokémon: Zoroark: Master of Illusions							[12, 16, 10751]	ja	8.3	6.5	86.0	2011-02-05	2.0	2011.0
The Tuche Family							[35]	fr	8.265	6.1	773.0	2011-11-11	11.0	2011.0
Sand Sharks							[35, 27, 878]	en	8.25	3.1	50.0	2011-12-20	12.0	2011.0
Ronal the Barbarian							[16, 12, 14]	da	8.241	6.2	140.0	2011-12-22	12.0	2011.0
Sharpay's Fabulous Adventure							[10751, 10402]	en	8.237	5.6	287.0	2011-04-19	4.0	2011.0
Troll Hunter							[14, 27]	nb	8.221	6.7	806.0	2011-06-10	6.0	2011.0
The Resident							[53, 9648]	en	8.221	5.6	287.0	2011-02-18	2.0	2011.0
Chillerama							[35, 27]	en	8.185	5.7	50.0	2011-10-14	10.0	2011.0
Psych:9							[27, 9648, 53]	en	8.18	4.6	24.0	2011-02-22	2.0	2011.0
Trophy Wife							[35]	fr	8.171	6.2	177.0	2011-01-06	1.0	2011.0
Sleeping Beauty							[18, 10749]	en	8.168	5.3	311.0	2011-12-02	12.0	2011.0
Setup							[28, 80, 18, 53]	en	8.164	4.9	225.0	2011-11-04	11.0	2011.0
Evidence							[27]	en	8.14	5.2	58.0	2011-02-28	2.0	2011.0
Cat Run							[28, 35, 53]	en	8.106	5.8	60.0	2011-04-01	4.0	2011.0
Megamind: The Button of Doom							[16, 28, 35, 10751]	en	8.076	6.0	72.0	2011-02-25	2.0	2011.0
Hellraiser: Revelations							[27]	en	8.06	3.1	90.0	2011-10-18	10.0	2011.0
Sniper: Reloaded							[10752, 28, 53, 18]	en	8.059	5.1	58.0	2011-04-26	4.0	2011.0
Honey 2							[35, 18, 10402]	en	8.009	6.2	229.0	2011-08-01	8.0	2011.0
You May Not Kiss the Bride							[28, 80, 35, 10749]	en	7.974	5.9	98.0	2011-04-05	4.0	2011.0
Children Who Chase Lost Voices							[16, 12, 18, 14]	ja	7.959	7.1	281.0	2011-07-29	7.0	2011.0
Blue Crush 2							[12, 18]	en	7.959	5.7	55.0	2011-06-07	6.0	2011.0
Page Eight							[9648, 53, 18]	en	7.956	6.6	109.0	2011-11-06	11.0	2011.0
Sleep Tight							[53]	es	7.9	7.0	421.0	2011-12-30	12.0	2011.0
The Sunset Limited							[18]	en	7.894	7.3	196.0	2011-02-12	2.0	2011.0
TEKKEN: Blood Vengeance							[28, 16]	ja	7.89	6.0	64.0	2011-07-26	7.0	2011.0
S.W.A.T.: Firefight							[28, 80, 53]	en	7.864	5.5	134.0	2011-03-01	3.0	2011.0
